label,0
0.0,19
1.0,19
2.0,19
3.0,18
4.0,19
5.0,20
6.0,19
7.0,19
8.0,19
9.0,19
10.0,19
11.0,20
12.0,19
13.0,19
14.0,20
15.0,20
16.0,18
17.0,18
18.0,20
19.0,17
20.0,15
21.0,18
22.0,19
23.0,19
24.0,20
25.0,20
26.0,17
27.0,19
28.0,18
29.0,18
30.0,19
